vmaf,metrics_avg_motion,metrics_avg_edge_density,metrics_avg_texture,metrics_avg_temporal_information,metrics_avg_spatial_information,metrics_avg_color_complexity,metrics_scene_change_count,metrics_avg_motion_variance,metrics_avg_grain_noise,resolution_ordinal,cq_ordinal,metrics_frame_rate_ordinal
96.99,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,3,2
96.39,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,4,2
95.38,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,5,2
94.02,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,6,2
91.31,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,7,2
98.86,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,1,2
98.59,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,2,2
98.16,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,3,2
97.54,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,4,2
96.63,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,5,2
94.53,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,6,2
91.0,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,7,2
99.72,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,1,2
99.71,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,2,2
99.67,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,3,2
99.62,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,4,2
99.43,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,5,2
98.92,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,6,2
97.48,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,7,2
99.13,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,1,2
99.12,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,2,2
99.06,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,3,2
98.9,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,4,2
98.53,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,5,2
97.67,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,6,2
96.01,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,7,2
98.89,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,1,2
98.69,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,2,2
98.43,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,3,2
98.06,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,4,2
97.52,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,5,2
96.56,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,6,2
95.18,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,7,2
98.13,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,1,2
98.08,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,2,2
97.93,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,3,2
97.75,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,4,2
97.45,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,5,2
96.99,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,6,2
96.27,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,7,2
97.47,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,1,2
97.43,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,2,2
97.36,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,3,2
97.28,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,4,2
97.12,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,5,2
96.75,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,6,2
96.02,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,7,2
99.99,1.171,-0.264,0.378,1.716,-0.412,0.354,0,0.223,-0.366,4,1,6
99.88,1.171,-0.264,0.378,1.716,-0.412,0.354,0,0.223,-0.366,4,2,6
99.57,1.171,-0.264,0.378,1.716,-0.412,0.354,0,0.223,-0.366,4,3,6
98.98,1.171,-0.264,0.378,1.716,-0.412,0.354,0,0.223,-0.366,4,4,6
97.98,1.171,-0.264,0.378,1.716,-0.412,0.354,0,0.223,-0.366,4,5,6
95.61,1.171,-0.264,0.378,1.716,-0.412,0.354,0,0.223,-0.366,4,6,6
91.35,1.171,-0.264,0.378,1.716,-0.412,0.354,0,0.223,-0.366,4,7,6
99.99,1.171,-0.264,0.378,1.716,-0.412,0.354,0,0.223,-0.366,4,1,6
99.95,1.171,-0.264,0.378,1.716,-0.412,0.354,0,0.223,-0.366,4,2,6
99.72,1.171,-0.264,0.378,1.716,-0.412,0.354,0,0.223,-0.366,4,3,6
99.13,1.171,-0.264,0.378,1.716,-0.412,0.354,0,0.223,-0.366,4,4,6
97.31,1.171,-0.264,0.378,1.716,-0.412,0.354,0,0.223,-0.366,4,5,6
93.24,1.171,-0.264,0.378,1.716,-0.412,0.354,0,0.223,-0.366,4,6,6
86.5,1.171,-0.264,0.378,1.716,-0.412,0.354,0,0.223,-0.366,4,7,6
99.98,1.157,0.053,0.355,2.624,0.343,0.321,0,0.376,0.036,3,1,4
99.98,1.157,0.053,0.355,2.624,0.343,0.321,0,0.376,0.036,3,2,4
99.96,1.157,0.053,0.355,2.624,0.343,0.321,0,0.376,0.036,3,3,4
99.8,1.157,0.053,0.355,2.624,0.343,0.321,0,0.376,0.036,3,4,4
98.88,1.157,0.053,0.355,2.624,0.343,0.321,0,0.376,0.036,3,5,4
96.57,1.157,0.053,0.355,2.624,0.343,0.321,0,0.376,0.036,3,6,4
90.59,1.157,0.053,0.355,2.624,0.343,0.321,0,0.376,0.036,3,7,4
99.98,1.157,0.053,0.355,2.624,0.343,0.321,0,0.376,0.036,3,1,4
99.98,1.157,0.053,0.355,2.624,0.343,0.321,0,0.376,0.036,3,2,4
99.93,1.157,0.053,0.355,2.624,0.343,0.321,0,0.376,0.036,3,3,4
99.65,1.157,0.053,0.355,2.624,0.343,0.321,0,0.376,0.036,3,4,4
98.28,1.157,0.053,0.355,2.624,0.343,0.321,0,0.376,0.036,3,5,4
94.22,1.157,0.053,0.355,2.624,0.343,0.321,0,0.376,0.036,3,6,4
87.32,1.157,0.053,0.355,2.624,0.343,0.321,0,0.376,0.036,3,7,4
99.96,1.129,0.529,0.308,3.559,1.197,0.269,2,0.35,0.53,1,1,1
99.96,1.129,0.529,0.308,3.559,1.197,0.269,2,0.35,0.53,1,2,1
99.96,1.129,0.529,0.308,3.559,1.197,0.269,2,0.35,0.53,1,3,1
99.85,1.129,0.529,0.308,3.559,1.197,0.269,2,0.35,0.53,1,4,1
98.8,1.129,0.529,0.308,3.559,1.197,0.269,2,0.35,0.53,1,5,1
95.84,1.129,0.529,0.308,3.559,1.197,0.269,2,0.35,0.53,1,6,1
88.12,1.129,0.529,0.308,3.559,1.197,0.269,2,0.35,0.53,1,7,1
99.96,1.129,0.529,0.308,3.559,1.197,0.269,2,0.35,0.53,1,1,1
99.95,1.129,0.529,0.308,3.559,1.197,0.269,2,0.35,0.53,1,2,1
99.89,1.129,0.529,0.308,3.559,1.197,0.269,2,0.35,0.53,1,3,1
99.58,1.129,0.529,0.308,3.559,1.197,0.269,2,0.35,0.53,1,4,1
98.64,1.129,0.529,0.308,3.559,1.197,0.269,2,0.35,0.53,1,5,1
95.49,1.129,0.529,0.308,3.559,1.197,0.269,2,0.35,0.53,1,6,1
87.23,1.129,0.529,0.308,3.559,1.197,0.269,2,0.35,0.53,1,7,1
99.19,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,1,6
99.07,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,2,6
98.92,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,3,6
98.53,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,4,6
98.15,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,5,6
96.66,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,6,6
93.75,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,7,6
97.57,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,1,6
97.49,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,2,6
97.26,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,3,6
96.98,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,4,6
96.51,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,5,6
95.63,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,6,6
94.15,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,7,6
97.63,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,1,6
97.53,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,2,6
97.34,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,3,6
97.0,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,4,6
96.47,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,5,6
95.66,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,6,6
94.02,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,7,6
98.42,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,1,6
98.35,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,2,6
98.17,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,3,6
97.88,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,4,6
97.26,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,5,6
96.08,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,6,6
93.75,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,7,6
97.56,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,1,6
97.46,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,2,6
97.2,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,3,6
96.83,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,4,6
96.2,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,5,6
95.06,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,6,6
93.05,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,7,6
98.71,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,1,6
98.65,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,2,6
98.44,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,3,6
97.96,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,4,6
97.5,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,5,6
96.05,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,6,6
93.01,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,7,6
98.75,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,1,6
98.61,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,2,6
98.34,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,3,6
97.75,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,4,6
97.12,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,5,6
95.63,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,6,6
92.61,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,7,6
98.24,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,1,6
98.14,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,2,6
97.82,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,3,6
97.39,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,4,6
96.62,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,5,6
95.27,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,6,6
93.06,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,7,6
98.49,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,1,6
98.36,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,2,6
98.07,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,3,6
97.63,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,4,6
96.92,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,5,6
95.61,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,6,6
93.46,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,7,6
97.82,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,1,6
97.74,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,2,6
97.5,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,3,6
97.18,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,4,6
96.58,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,5,6
95.5,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,6,6
93.74,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,7,6
98.16,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,1,6
98.02,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,2,6
97.76,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,3,6
97.26,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,4,6
96.62,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,5,6
95.28,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,6,6
92.86,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,7,6
98.3,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,1,6
98.18,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,2,6
97.96,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,3,6
97.61,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,4,6
96.93,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,5,6
95.68,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,6,6
93.31,-0.246,0.053,0.064,-0.275,0.404,0.09,0,-0.141,0.504,7,7,6
99.97,0.022,-0.264,0.476,-0.29,-1.049,0.534,0,-0.251,-0.706,7,1,3
99.36,0.022,-0.264,0.476,-0.29,-1.049,0.534,0,-0.251,-0.706,7,2,3
98.79,0.022,-0.264,0.476,-0.29,-1.049,0.534,0,-0.251,-0.706,7,3,3
98.02,0.022,-0.264,0.476,-0.29,-1.049,0.534,0,-0.251,-0.706,7,4,3
96.91,0.022,-0.264,0.476,-0.29,-1.049,0.534,0,-0.251,-0.706,7,5,3
94.75,0.022,-0.264,0.476,-0.29,-1.049,0.534,0,-0.251,-0.706,7,6,3
91.16,0.022,-0.264,0.476,-0.29,-1.049,0.534,0,-0.251,-0.706,7,7,3
99.46,0.022,-0.264,0.476,-0.29,-1.049,0.534,0,-0.251,-0.706,7,1,3
97.85,0.022,-0.264,0.476,-0.29,-1.049,0.534,0,-0.251,-0.706,7,2,3
96.66,0.022,-0.264,0.476,-0.29,-1.049,0.534,0,-0.251,-0.706,7,3,3
95.81,0.022,-0.264,0.476,-0.29,-1.049,0.534,0,-0.251,-0.706,7,4,3
94.6,0.022,-0.264,0.476,-0.29,-1.049,0.534,0,-0.251,-0.706,7,5,3
92.71,0.022,-0.264,0.476,-0.29,-1.049,0.534,0,-0.251,-0.706,7,6,3
89.54,0.022,-0.264,0.476,-0.29,-1.049,0.534,0,-0.251,-0.706,7,7,3
99.89,1.178,2.433,0.528,3.126,1.829,0.586,0,0.287,2.525,2,1,4
99.72,1.178,2.433,0.528,3.126,1.829,0.586,0,0.287,2.525,2,2,4
99.29,1.178,2.433,0.528,3.126,1.829,0.586,0,0.287,2.525,2,3,4
98.44,1.178,2.433,0.528,3.126,1.829,0.586,0,0.287,2.525,2,4,4
96.87,1.178,2.433,0.528,3.126,1.829,0.586,0,0.287,2.525,2,5,4
93.96,1.178,2.433,0.528,3.126,1.829,0.586,0,0.287,2.525,2,6,4
86.49,1.178,2.433,0.528,3.126,1.829,0.586,0,0.287,2.525,2,7,4
99.98,1.178,2.433,0.528,3.126,1.829,0.586,0,0.287,2.525,2,1,4
99.96,1.178,2.433,0.528,3.126,1.829,0.586,0,0.287,2.525,2,2,4
99.9,1.178,2.433,0.528,3.126,1.829,0.586,0,0.287,2.525,2,3,4
99.73,1.178,2.433,0.528,3.126,1.829,0.586,0,0.287,2.525,2,4,4
99.12,1.178,2.433,0.528,3.126,1.829,0.586,0,0.287,2.525,2,5,4
94.89,1.178,2.433,0.528,3.126,1.829,0.586,0,0.287,2.525,2,6,4
86.51,1.178,2.433,0.528,3.126,1.829,0.586,0,0.287,2.525,2,7,4
97.94,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,1,4
97.62,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,2,4
97.23,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,3,4
96.57,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,4,4
95.6,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,5,4
93.76,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,6,4
90.99,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,7,4
97.74,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,1,4
97.46,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,2,4
97.09,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,3,4
96.64,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,4,4
95.73,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,5,4
94.35,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,6,4
91.78,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,7,4
97.58,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,1,4
97.33,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,2,4
96.92,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,3,4
96.38,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,4,4
95.5,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,5,4
94.1,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,6,4
91.74,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,7,4
97.52,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,1,4
97.3,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,2,4
96.94,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,3,4
96.45,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,4,4
95.67,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,5,4
94.52,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,6,4
92.42,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,7,4
98.0,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,1,4
97.71,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,2,4
97.31,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,3,4
96.78,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,4,4
95.88,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,5,4
94.33,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,6,4
91.99,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,7,4
98.18,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,1,4
97.81,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,2,4
97.24,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,3,4
96.51,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,4,4
95.24,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,5,4
92.99,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,6,4
90.04,-0.563,0.688,0.547,-0.488,0.407,0.619,0,-0.473,0.41,3,7,4
99.9,0.452,-0.105,0.617,0.635,-0.433,0.397,0,-0.325,-0.99,7,1,3
99.82,0.452,-0.105,0.617,0.635,-0.433,0.397,0,-0.325,-0.99,7,2,3
99.69,0.452,-0.105,0.617,0.635,-0.433,0.397,0,-0.325,-0.99,7,3,3
99.5,0.452,-0.105,0.617,0.635,-0.433,0.397,0,-0.325,-0.99,7,4,3
99.18,0.452,-0.105,0.617,0.635,-0.433,0.397,0,-0.325,-0.99,7,5,3
98.24,0.452,-0.105,0.617,0.635,-0.433,0.397,0,-0.325,-0.99,7,6,3
95.99,0.452,-0.105,0.617,0.635,-0.433,0.397,0,-0.325,-0.99,7,7,3
99.74,0.452,-0.105,0.617,0.635,-0.433,0.397,0,-0.325,-0.99,7,1,3
99.57,0.452,-0.105,0.617,0.635,-0.433,0.397,0,-0.325,-0.99,7,2,3
99.42,0.452,-0.105,0.617,0.635,-0.433,0.397,0,-0.325,-0.99,7,3,3
99.06,0.452,-0.105,0.617,0.635,-0.433,0.397,0,-0.325,-0.99,7,4,3
98.6,0.452,-0.105,0.617,0.635,-0.433,0.397,0,-0.325,-0.99,7,5,3
97.49,0.452,-0.105,0.617,0.635,-0.433,0.397,0,-0.325,-0.99,7,6,3
95.13,0.452,-0.105,0.617,0.635,-0.433,0.397,0,-0.325,-0.99,7,7,3
99.91,0.452,-0.105,0.617,0.635,-0.433,0.397,0,-0.325,-0.99,7,1,3
99.83,0.452,-0.105,0.617,0.635,-0.433,0.397,0,-0.325,-0.99,7,2,3
99.73,0.452,-0.105,0.617,0.635,-0.433,0.397,0,-0.325,-0.99,7,3,3
99.59,0.452,-0.105,0.617,0.635,-0.433,0.397,0,-0.325,-0.99,7,4,3
99.35,0.452,-0.105,0.617,0.635,-0.433,0.397,0,-0.325,-0.99,7,5,3
98.56,0.452,-0.105,0.617,0.635,-0.433,0.397,0,-0.325,-0.99,7,6,3
96.61,0.452,-0.105,0.617,0.635,-0.433,0.397,0,-0.325,-0.99,7,7,3
99.76,0.452,-0.105,0.617,0.635,-0.433,0.397,0,-0.325,-0.99,7,1,3
99.57,0.452,-0.105,0.617,0.635,-0.433,0.397,0,-0.325,-0.99,7,2,3
99.36,0.452,-0.105,0.617,0.635,-0.433,0.397,0,-0.325,-0.99,7,3,3
99.11,0.452,-0.105,0.617,0.635,-0.433,0.397,0,-0.325,-0.99,7,4,3
98.68,0.452,-0.105,0.617,0.635,-0.433,0.397,0,-0.325,-0.99,7,5,3
97.71,0.452,-0.105,0.617,0.635,-0.433,0.397,0,-0.325,-0.99,7,6,3
95.73,0.452,-0.105,0.617,0.635,-0.433,0.397,0,-0.325,-0.99,7,7,3
98.84,-0.464,0.371,0.42,-0.301,-0.049,0.463,0,-0.478,-0.363,1,1,4
98.49,-0.464,0.371,0.42,-0.301,-0.049,0.463,0,-0.478,-0.363,1,2,4
98.02,-0.464,0.371,0.42,-0.301,-0.049,0.463,0,-0.478,-0.363,1,3,4
97.08,-0.464,0.371,0.42,-0.301,-0.049,0.463,0,-0.478,-0.363,1,4,4
95.58,-0.464,0.371,0.42,-0.301,-0.049,0.463,0,-0.478,-0.363,1,5,4
93.31,-0.464,0.371,0.42,-0.301,-0.049,0.463,0,-0.478,-0.363,1,6,4
89.54,-0.464,0.371,0.42,-0.301,-0.049,0.463,0,-0.478,-0.363,1,7,4
99.9,-0.443,2.75,0.561,0.515,1.309,0.553,0,-0.357,1.689,3,1,4
99.46,-0.443,2.75,0.561,0.515,1.309,0.553,0,-0.357,1.689,3,2,4
98.2,-0.443,2.75,0.561,0.515,1.309,0.553,0,-0.357,1.689,3,3,4
96.03,-0.443,2.75,0.561,0.515,1.309,0.553,0,-0.357,1.689,3,4,4
93.22,-0.443,2.75,0.561,0.515,1.309,0.553,0,-0.357,1.689,3,5,4
89.49,-0.443,2.75,0.561,0.515,1.309,0.553,0,-0.357,1.689,3,6,4
84.6,-0.443,2.75,0.561,0.515,1.309,0.553,0,-0.357,1.689,3,7,4
99.47,-0.14,0.053,0.373,1.376,1.138,0.43,2,-0.167,1.713,2,1,4
99.09,-0.14,0.053,0.373,1.376,1.138,0.43,2,-0.167,1.713,2,2,4
98.48,-0.14,0.053,0.373,1.376,1.138,0.43,2,-0.167,1.713,2,3,4
97.23,-0.14,0.053,0.373,1.376,1.138,0.43,2,-0.167,1.713,2,4,4
94.53,-0.14,0.053,0.373,1.376,1.138,0.43,2,-0.167,1.713,2,5,4
90.35,-0.14,0.053,0.373,1.376,1.138,0.43,2,-0.167,1.713,2,6,4
84.38,-0.14,0.053,0.373,1.376,1.138,0.43,2,-0.167,1.713,2,7,4
