vmaf,metrics_avg_motion,metrics_avg_edge_density,metrics_avg_texture,metrics_avg_temporal_information,metrics_avg_spatial_information,metrics_avg_color_complexity,metrics_scene_change_count,metrics_avg_motion_variance,metrics_avg_grain_noise,resolution_ordinal,cq_ordinal,metrics_frame_rate_ordinal
97.13,-0.493,0.371,0.547,-0.381,0.182,0.492,0,-0.415,0.07,3,4,4
95.87,-0.493,0.371,0.547,-0.381,0.182,0.492,0,-0.415,0.07,3,5,4
93.65,-0.493,0.371,0.547,-0.381,0.182,0.492,0,-0.415,0.07,3,6,4
90.31,-0.493,0.371,0.547,-0.381,0.182,0.492,0,-0.415,0.07,3,7,4
99.99,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,1,6
99.98,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,2,6
99.96,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,3,6
98.1,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,4,6
98.17,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,5,6
96.24,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,6,6
89.7,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,7,6
99.96,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,1,6
99.9,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,2,6
99.63,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,3,6
92.82,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,4,6
92.94,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,5,6
89.72,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,6,6
81.87,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,7,6
99.95,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,1,6
99.94,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,2,6
99.77,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,3,6
93.23,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,4,6
93.29,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,5,6
90.09,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,6,6
83.04,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,7,6
99.93,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,1,6
99.81,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,2,6
99.49,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,3,6
96.47,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,4,6
96.21,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,5,6
92.65,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,6,6
86.94,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,7,6
99.52,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,1,6
99.43,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,2,6
99.3,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,3,6
98.85,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,4,6
98.32,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,5,6
97.19,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,6,6
94.85,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,7,6
99.06,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,1,6
98.98,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,2,6
98.91,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,3,6
98.58,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,4,6
98.17,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,5,6
97.09,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,6,6
94.32,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,7,6
99.79,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,1,6
99.77,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,2,6
99.73,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,3,6
99.61,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,4,6
99.48,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,5,6
99.11,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,6,6
98.01,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,7,6
98.92,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,1,6
98.75,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,2,6
98.5,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,3,6
97.96,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,4,6
97.2,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,5,6
95.61,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,6,6
92.84,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,7,6
99.45,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,1,6
99.35,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,2,6
99.17,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,3,6
98.66,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,4,6
97.92,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,5,6
96.01,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,6,6
92.22,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,7,6
98.46,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,1,6
98.42,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,2,6
98.3,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,3,6
98.16,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,4,6
97.86,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,5,6
97.3,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,6,6
96.32,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,7,6
97.81,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,1,6
97.76,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,2,6
97.65,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,3,6
97.56,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,4,6
97.4,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,5,6
97.16,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,6,6
96.89,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,7,6
97.89,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,1,6
97.85,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,2,6
97.78,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,3,6
97.69,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,4,6
97.56,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,5,6
97.37,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,6,6
96.92,-0.69,-1.057,-1.612,-0.967,-0.879,-1.574,0,-0.589,-0.794,7,7,6
97.74,-0.612,-0.264,-0.104,-0.776,-0.192,-0.024,0,-0.552,-0.627,1,1,4
97.24,-0.612,-0.264,-0.104,-0.776,-0.192,-0.024,0,-0.552,-0.627,1,2,4
96.96,-0.612,-0.264,-0.104,-0.776,-0.192,-0.024,0,-0.552,-0.627,1,3,4
96.42,-0.612,-0.264,-0.104,-0.776,-0.192,-0.024,0,-0.552,-0.627,1,4,4
95.61,-0.612,-0.264,-0.104,-0.776,-0.192,-0.024,0,-0.552,-0.627,1,5,4
94.26,-0.612,-0.264,-0.104,-0.776,-0.192,-0.024,0,-0.552,-0.627,1,6,4
91.96,-0.612,-0.264,-0.104,-0.776,-0.192,-0.024,0,-0.552,-0.627,1,7,4
99.98,-0.443,2.75,0.86,1.183,2.774,0.808,0,-0.536,3.747,3,1,4
99.98,-0.443,2.75,0.86,1.183,2.774,0.808,0,-0.536,3.747,3,2,4
99.8,-0.443,2.75,0.86,1.183,2.774,0.808,0,-0.536,3.747,3,3,4
98.49,-0.443,2.75,0.86,1.183,2.774,0.808,0,-0.536,3.747,3,4,4
95.96,-0.443,2.75,0.86,1.183,2.774,0.808,0,-0.536,3.747,3,5,4
92.61,-0.443,2.75,0.86,1.183,2.774,0.808,0,-0.536,3.747,3,6,4
88.01,-0.443,2.75,0.86,1.183,2.774,0.808,0,-0.536,3.747,3,7,4
99.98,-0.443,2.75,0.86,1.183,2.774,0.808,0,-0.536,3.747,3,1,4
99.98,-0.443,2.75,0.86,1.183,2.774,0.808,0,-0.536,3.747,3,2,4
99.95,-0.443,2.75,0.86,1.183,2.774,0.808,0,-0.536,3.747,3,3,4
99.17,-0.443,2.75,0.86,1.183,2.774,0.808,0,-0.536,3.747,3,4,4
97.16,-0.443,2.75,0.86,1.183,2.774,0.808,0,-0.536,3.747,3,5,4
93.7,-0.443,2.75,0.86,1.183,2.774,0.808,0,-0.536,3.747,3,6,4
88.67,-0.443,2.75,0.86,1.183,2.774,0.808,0,-0.536,3.747,3,7,4
98.15,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,1,4
97.83,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,2,4
97.42,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,3,4
96.72,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,4,4
95.65,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,5,4
93.86,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,6,4
91.29,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,7,4
97.82,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,1,4
97.56,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,2,4
97.23,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,3,4
96.68,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,4,4
95.79,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,5,4
94.25,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,6,4
91.67,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,7,4
97.71,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,1,4
97.48,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,2,4
97.21,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,3,4
96.67,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,4,4
95.89,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,5,4
94.59,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,6,4
92.37,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,7,4
97.82,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,1,4
97.55,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,2,4
97.19,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,3,4
96.63,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,4,4
95.67,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,5,4
94.23,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,6,4
91.99,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,7,4
98.13,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,1,4
97.8,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,2,4
97.4,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,3,4
96.73,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,4,4
95.59,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,5,4
93.79,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,6,4
91.11,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,7,4
98.39,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,1,4
98.07,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,2,4
97.66,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,3,4
96.72,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,4,4
95.52,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,5,4
93.31,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,6,4
90.39,-0.584,1.164,0.523,-0.57,0.428,0.468,0,-0.521,0.313,1,7,4
85.64,-0.619,-1.216,0.004,-0.87,-2.231,0.038,0,-0.489,-1.463,9,1,6
85.61,-0.619,-1.216,0.004,-0.87,-2.231,0.038,0,-0.489,-1.463,9,2,6
85.56,-0.619,-1.216,0.004,-0.87,-2.231,0.038,0,-0.489,-1.463,9,3,6
83.13,-0.619,-1.216,0.004,-0.87,-2.231,0.038,0,-0.489,-1.463,9,4,6
83.2,-0.619,-1.216,0.004,-0.87,-2.231,0.038,0,-0.489,-1.463,9,5,6
81.9,-0.619,-1.216,0.004,-0.87,-2.231,0.038,0,-0.489,-1.463,9,6,6
80.71,-0.619,-1.216,0.004,-0.87,-2.231,0.038,0,-0.489,-1.463,9,7,6
86.61,-0.619,-1.216,0.004,-0.87,-2.231,0.038,0,-0.489,-1.463,9,1,6
86.57,-0.619,-1.216,0.004,-0.87,-2.231,0.038,0,-0.489,-1.463,9,2,6
86.6,-0.619,-1.216,0.004,-0.87,-2.231,0.038,0,-0.489,-1.463,9,3,6
84.23,-0.619,-1.216,0.004,-0.87,-2.231,0.038,0,-0.489,-1.463,9,4,6
84.12,-0.619,-1.216,0.004,-0.87,-2.231,0.038,0,-0.489,-1.463,9,5,6
82.68,-0.619,-1.216,0.004,-0.87,-2.231,0.038,0,-0.489,-1.463,9,6,6
80.92,-0.619,-1.216,0.004,-0.87,-2.231,0.038,0,-0.489,-1.463,9,7,6
88.16,-0.619,-1.216,0.004,-0.87,-2.231,0.038,0,-0.489,-1.463,9,1,6
88.16,-0.619,-1.216,0.004,-0.87,-2.231,0.038,0,-0.489,-1.463,9,2,6
88.18,-0.619,-1.216,0.004,-0.87,-2.231,0.038,0,-0.489,-1.463,9,3,6
86.37,-0.619,-1.216,0.004,-0.87,-2.231,0.038,0,-0.489,-1.463,9,4,6
86.07,-0.619,-1.216,0.004,-0.87,-2.231,0.038,0,-0.489,-1.463,9,5,6
84.48,-0.619,-1.216,0.004,-0.87,-2.231,0.038,0,-0.489,-1.463,9,6,6
82.18,-0.619,-1.216,0.004,-0.87,-2.231,0.038,0,-0.489,-1.463,9,7,6
99.99,-0.26,-0.422,0.757,-0.403,-0.673,0.785,0,-0.188,-0.847,9,1,6
99.99,-0.26,-0.422,0.757,-0.403,-0.673,0.785,0,-0.188,-0.847,9,2,6
99.99,-0.26,-0.422,0.757,-0.403,-0.673,0.785,0,-0.188,-0.847,9,3,6
99.97,-0.26,-0.422,0.757,-0.403,-0.673,0.785,0,-0.188,-0.847,9,4,6
99.97,-0.26,-0.422,0.757,-0.403,-0.673,0.785,0,-0.188,-0.847,9,5,6
99.94,-0.26,-0.422,0.757,-0.403,-0.673,0.785,0,-0.188,-0.847,9,6,6
98.48,-0.26,-0.422,0.757,-0.403,-0.673,0.785,0,-0.188,-0.847,9,7,6
96.59,-0.26,-0.422,0.757,-0.403,-0.673,0.785,0,-0.188,-0.847,9,1,6
96.59,-0.26,-0.422,0.757,-0.403,-0.673,0.785,0,-0.188,-0.847,9,2,6
96.6,-0.26,-0.422,0.757,-0.403,-0.673,0.785,0,-0.188,-0.847,9,3,6
93.58,-0.26,-0.422,0.757,-0.403,-0.673,0.785,0,-0.188,-0.847,9,4,6
93.6,-0.26,-0.422,0.757,-0.403,-0.673,0.785,0,-0.188,-0.847,9,5,6
92.55,-0.26,-0.422,0.757,-0.403,-0.673,0.785,0,-0.188,-0.847,9,6,6
89.49,-0.26,-0.422,0.757,-0.403,-0.673,0.785,0,-0.188,-0.847,9,7,6
98.38,-0.577,0.688,0.528,-0.126,2.392,0.548,0,-0.415,1.452,3,1,4
98.19,-0.577,0.688,0.528,-0.126,2.392,0.548,0,-0.415,1.452,3,2,4
97.94,-0.577,0.688,0.528,-0.126,2.392,0.548,0,-0.415,1.452,3,3,4
97.52,-0.577,0.688,0.528,-0.126,2.392,0.548,0,-0.415,1.452,3,4,4
96.74,-0.577,0.688,0.528,-0.126,2.392,0.548,0,-0.415,1.452,3,5,4
95.53,-0.577,0.688,0.528,-0.126,2.392,0.548,0,-0.415,1.452,3,6,4
93.18,-0.577,0.688,0.528,-0.126,2.392,0.548,0,-0.415,1.452,3,7,4
98.38,-0.577,0.688,0.528,-0.126,2.392,0.548,0,-0.415,1.452,3,1,4
98.2,-0.577,0.688,0.528,-0.126,2.392,0.548,0,-0.415,1.452,3,2,4
97.92,-0.577,0.688,0.528,-0.126,2.392,0.548,0,-0.415,1.452,3,3,4
97.5,-0.577,0.688,0.528,-0.126,2.392,0.548,0,-0.415,1.452,3,4,4
96.8,-0.577,0.688,0.528,-0.126,2.392,0.548,0,-0.415,1.452,3,5,4
95.54,-0.577,0.688,0.528,-0.126,2.392,0.548,0,-0.415,1.452,3,6,4
93.39,-0.577,0.688,0.528,-0.126,2.392,0.548,0,-0.415,1.452,3,7,4
98.46,-0.274,0.529,0.603,0.338,-0.191,0.662,0,-0.267,-0.139,7,1,5
97.31,-0.274,0.529,0.603,0.338,-0.191,0.662,0,-0.267,-0.139,7,2,5
95.98,-0.274,0.529,0.603,0.338,-0.191,0.662,0,-0.267,-0.139,7,3,5
94.79,-0.274,0.529,0.603,0.338,-0.191,0.662,0,-0.267,-0.139,7,4,5
94.18,-0.274,0.529,0.603,0.338,-0.191,0.662,0,-0.267,-0.139,7,5,5
92.93,-0.274,0.529,0.603,0.338,-0.191,0.662,0,-0.267,-0.139,7,6,5
90.78,-0.274,0.529,0.603,0.338,-0.191,0.662,0,-0.267,-0.139,7,7,5
99.41,-0.274,0.529,0.603,0.338,-0.191,0.662,0,-0.267,-0.139,7,1,5
98.36,-0.274,0.529,0.603,0.338,-0.191,0.662,0,-0.267,-0.139,7,2,5
97.05,-0.274,0.529,0.603,0.338,-0.191,0.662,0,-0.267,-0.139,7,3,5
95.88,-0.274,0.529,0.603,0.338,-0.191,0.662,0,-0.267,-0.139,7,4,5
95.31,-0.274,0.529,0.603,0.338,-0.191,0.662,0,-0.267,-0.139,7,5,5
94.02,-0.274,0.529,0.603,0.338,-0.191,0.662,0,-0.267,-0.139,7,6,5
91.91,-0.274,0.529,0.603,0.338,-0.191,0.662,0,-0.267,-0.139,7,7,5
86.49,0.128,-0.264,0.612,0.338,-0.929,0.69,0,0.039,-0.766,8,1,5
86.5,0.128,-0.264,0.612,0.338,-0.929,0.69,0,0.039,-0.766,8,2,5
86.52,0.128,-0.264,0.612,0.338,-0.929,0.69,0,0.039,-0.766,8,3,5
83.89,0.128,-0.264,0.612,0.338,-0.929,0.69,0,0.039,-0.766,8,4,5
83.9,0.128,-0.264,0.612,0.338,-0.929,0.69,0,0.039,-0.766,8,5,5
83.55,0.128,-0.264,0.612,0.338,-0.929,0.69,0,0.039,-0.766,8,6,5
82.15,0.128,-0.264,0.612,0.338,-0.929,0.69,0,0.039,-0.766,8,7,5
87.43,0.128,-0.264,0.612,0.338,-0.929,0.69,0,0.039,-0.766,8,1,5
87.42,0.128,-0.264,0.612,0.338,-0.929,0.69,0,0.039,-0.766,8,2,5
87.44,0.128,-0.264,0.612,0.338,-0.929,0.69,0,0.039,-0.766,8,3,5
84.66,0.128,-0.264,0.612,0.338,-0.929,0.69,0,0.039,-0.766,8,4,5
84.7,0.128,-0.264,0.612,0.338,-0.929,0.69,0,0.039,-0.766,8,5,5
84.45,0.128,-0.264,0.612,0.338,-0.929,0.69,0,0.039,-0.766,8,6,5
83.01,0.128,-0.264,0.612,0.338,-0.929,0.69,0,0.039,-0.766,8,7,5
98.17,-0.239,0.847,0.556,-0.082,0.842,0.6,0,-0.141,0.655,3,1,4
97.86,-0.239,0.847,0.556,-0.082,0.842,0.6,0,-0.141,0.655,3,2,4
97.68,-0.239,0.847,0.556,-0.082,0.842,0.6,0,-0.141,0.655,3,3,4
97.26,-0.239,0.847,0.556,-0.082,0.842,0.6,0,-0.141,0.655,3,4,4
96.62,-0.239,0.847,0.556,-0.082,0.842,0.6,0,-0.141,0.655,3,5,4
95.33,-0.239,0.847,0.556,-0.082,0.842,0.6,0,-0.141,0.655,3,6,4
93.39,-0.239,0.847,0.556,-0.082,0.842,0.6,0,-0.141,0.655,3,7,4
98.51,-0.239,0.847,0.556,-0.082,0.842,0.6,0,-0.141,0.655,3,1,4
98.24,-0.239,0.847,0.556,-0.082,0.842,0.6,0,-0.141,0.655,3,2,4
97.99,-0.239,0.847,0.556,-0.082,0.842,0.6,0,-0.141,0.655,3,3,4
97.53,-0.239,0.847,0.556,-0.082,0.842,0.6,0,-0.141,0.655,3,4,4
96.74,-0.239,0.847,0.556,-0.082,0.842,0.6,0,-0.141,0.655,3,5,4
95.47,-0.239,0.847,0.556,-0.082,0.842,0.6,0,-0.141,0.655,3,6,4
92.96,-0.239,0.847,0.556,-0.082,0.842,0.6,0,-0.141,0.655,3,7,4
99.21,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,1,4
98.87,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,2,4
98.31,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,3,4
97.21,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,4,4
95.48,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,5,4
92.86,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,6,4
89.04,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,7,4
98.56,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,1,4
98.32,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,2,4
97.9,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,3,4
97.22,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,4,4
95.96,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,5,4
94.06,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,6,4
91.06,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,7,4
98.05,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,1,4
97.77,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,2,4
97.36,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,3,4
96.79,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,4,4
95.82,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,5,4
94.32,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,6,4
91.83,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,7,4
98.6,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,1,4
98.37,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,2,4
98.03,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,3,4
97.36,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,4,4
96.25,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,5,4
94.58,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,6,4
91.84,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,7,4
98.39,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,1,4
98.11,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,2,4
97.71,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,3,4
96.97,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,4,4
95.8,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,5,4
94.01,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,6,4
91.35,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,7,4
98.44,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,1,4
98.21,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,2,4
97.86,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,3,4
97.25,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,4,4
96.25,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,5,4
