cq,vmaf,metrics_avg_motion,metrics_avg_edge_density,metrics_avg_texture,metrics_avg_temporal_information,metrics_avg_spatial_information,metrics_avg_color_complexity,metrics_scene_change_count,metrics_avg_motion_variance,metrics_avg_grain_noise,metrics_frame_rate,metrics_resolution
30,94.09,0.5,0.25,7.47,12.64,130.57,7.52,1,0.13,18.31,50,"(1280, 720)"
35,90.13,0.5,0.25,7.47,12.64,130.57,7.52,1,0.13,18.31,50,"(1280, 720)"
40,84.42,0.5,0.25,7.47,12.64,130.57,7.52,1,0.13,18.31,50,"(1280, 720)"
10,99.93,0.79,0.15,7.05,12.47,104.77,6.9,0,0.48,11,50,"(1280, 720)"
15,99.92,0.79,0.15,7.05,12.47,104.77,6.9,0,0.48,11,50,"(1280, 720)"
20,99.89,0.79,0.15,7.05,12.47,104.77,6.9,0,0.48,11,50,"(1280, 720)"
25,99.85,0.79,0.15,7.05,12.47,104.77,6.9,0,0.48,11,50,"(1280, 720)"
30,99.79,0.79,0.15,7.05,12.47,104.77,6.9,0,0.48,11,50,"(1280, 720)"
35,99.75,0.79,0.15,7.05,12.47,104.77,6.9,0,0.48,11,50,"(1280, 720)"
40,99.6,0.79,0.15,7.05,12.47,104.77,6.9,0,0.48,11,50,"(1280, 720)"
10,99.55,0.79,0.15,7.05,12.47,104.77,6.9,0,0.48,11,50,"(1280, 720)"
15,99.17,0.79,0.15,7.05,12.47,104.77,6.9,0,0.48,11,50,"(1280, 720)"
20,98.68,0.79,0.15,7.05,12.47,104.77,6.9,0,0.48,11,50,"(1280, 720)"
25,98.34,0.79,0.15,7.05,12.47,104.77,6.9,0,0.48,11,50,"(1280, 720)"
30,97.64,0.79,0.15,7.05,12.47,104.77,6.9,0,0.48,11,50,"(1280, 720)"
35,96.58,0.79,0.15,7.05,12.47,104.77,6.9,0,0.48,11,50,"(1280, 720)"
40,94,0.79,0.15,7.05,12.47,104.77,6.9,0,0.48,11,50,"(1280, 720)"
10,99.95,0.59,0.14,7.53,12.79,94.53,7.49,0,0.32,9.74,60,"(1280, 720)"
15,99.93,0.59,0.14,7.53,12.79,94.53,7.49,0,0.32,9.74,60,"(1280, 720)"
20,99.76,0.59,0.14,7.53,12.79,94.53,7.49,0,0.32,9.74,60,"(1280, 720)"
25,99.19,0.59,0.14,7.53,12.79,94.53,7.49,0,0.32,9.74,60,"(1280, 720)"
30,98.78,0.59,0.14,7.53,12.79,94.53,7.49,0,0.32,9.74,60,"(1280, 720)"
35,97.83,0.59,0.14,7.53,12.79,94.53,7.49,0,0.32,9.74,60,"(1280, 720)"
40,95.94,0.59,0.14,7.53,12.79,94.53,7.49,0,0.32,9.74,60,"(1280, 720)"
10,99.59,0.59,0.14,7.53,12.79,94.53,7.49,0,0.32,9.74,60,"(1280, 720)"
15,99.25,0.59,0.14,7.53,12.79,94.53,7.49,0,0.32,9.74,60,"(1280, 720)"
20,98.38,0.59,0.14,7.53,12.79,94.53,7.49,0,0.32,9.74,60,"(1280, 720)"
25,97.38,0.59,0.14,7.53,12.79,94.53,7.49,0,0.32,9.74,60,"(1280, 720)"
30,96.81,0.59,0.14,7.53,12.79,94.53,7.49,0,0.32,9.74,60,"(1280, 720)"
35,95.69,0.59,0.14,7.53,12.79,94.53,7.49,0,0.32,9.74,60,"(1280, 720)"
40,93.75,0.59,0.14,7.53,12.79,94.53,7.49,0,0.32,9.74,60,"(1280, 720)"
10,97.57,0.05,0.07,7.3,2.24,85.53,7.15,0,0.08,6.61,30,"(352, 288)"
15,97.32,0.05,0.07,7.3,2.24,85.53,7.15,0,0.08,6.61,30,"(352, 288)"
20,97.01,0.05,0.07,7.3,2.24,85.53,7.15,0,0.08,6.61,30,"(352, 288)"
25,96.46,0.05,0.07,7.3,2.24,85.53,7.15,0,0.08,6.61,30,"(352, 288)"
30,95.57,0.05,0.07,7.3,2.24,85.53,7.15,0,0.08,6.61,30,"(352, 288)"
35,94.09,0.05,0.07,7.3,2.24,85.53,7.15,0,0.08,6.61,30,"(352, 288)"
40,91.89,0.05,0.07,7.3,2.24,85.53,7.15,0,0.08,6.61,30,"(352, 288)"
10,97.59,0.05,0.07,7.3,2.24,85.53,7.15,0,0.08,6.61,30,"(352, 288)"
15,97.34,0.05,0.07,7.3,2.24,85.53,7.15,0,0.08,6.61,30,"(352, 288)"
20,97.03,0.05,0.07,7.3,2.24,85.53,7.15,0,0.08,6.61,30,"(352, 288)"
25,96.48,0.05,0.07,7.3,2.24,85.53,7.15,0,0.08,6.61,30,"(352, 288)"
30,95.52,0.05,0.07,7.3,2.24,85.53,7.15,0,0.08,6.61,30,"(352, 288)"
35,94.11,0.05,0.07,7.3,2.24,85.53,7.15,0,0.08,6.61,30,"(352, 288)"
40,91.75,0.05,0.07,7.3,2.24,85.53,7.15,0,0.08,6.61,30,"(352, 288)"
10,99.97,2.49,0.09,7.09,30.93,116.83,6.87,0,2.18,6.51,25,"(1920, 1080)"
15,99.97,2.49,0.09,7.09,30.93,116.83,6.87,0,2.18,6.51,25,"(1920, 1080)"
20,99.97,2.49,0.09,7.09,30.93,116.83,6.87,0,2.18,6.51,25,"(1920, 1080)"
25,99.96,2.49,0.09,7.09,30.93,116.83,6.87,0,2.18,6.51,25,"(1920, 1080)"
30,99.96,2.49,0.09,7.09,30.93,116.83,6.87,0,2.18,6.51,25,"(1920, 1080)"
35,99.94,2.49,0.09,7.09,30.93,116.83,6.87,0,2.18,6.51,25,"(1920, 1080)"
40,99.71,2.49,0.09,7.09,30.93,116.83,6.87,0,2.18,6.51,25,"(1920, 1080)"
10,98.89,0.47,0.11,6.86,5.07,85.38,6.91,0,0.69,7.31,30,"(352, 288)"
15,98.65,0.47,0.11,6.86,5.07,85.38,6.91,0,0.69,7.31,30,"(352, 288)"
20,98.42,0.47,0.11,6.86,5.07,85.38,6.91,0,0.69,7.31,30,"(352, 288)"
25,98.04,0.47,0.11,6.86,5.07,85.38,6.91,0,0.69,7.31,30,"(352, 288)"
30,97.4,0.47,0.11,6.86,5.07,85.38,6.91,0,0.69,7.31,30,"(352, 288)"
35,96.15,0.47,0.11,6.86,5.07,85.38,6.91,0,0.69,7.31,30,"(352, 288)"
40,93.97,0.47,0.11,6.86,5.07,85.38,6.91,0,0.69,7.31,30,"(352, 288)"
10,98.24,0.47,0.11,6.86,5.07,85.38,6.91,0,0.69,7.31,30,"(352, 288)"
15,97.88,0.47,0.11,6.86,5.07,85.38,6.91,0,0.69,7.31,30,"(352, 288)"
20,97.7,0.47,0.11,6.86,5.07,85.38,6.91,0,0.69,7.31,30,"(352, 288)"
25,97.28,0.47,0.11,6.86,5.07,85.38,6.91,0,0.69,7.31,30,"(352, 288)"
30,96.54,0.47,0.11,6.86,5.07,85.38,6.91,0,0.69,7.31,30,"(352, 288)"
35,95.17,0.47,0.11,6.86,5.07,85.38,6.91,0,0.69,7.31,30,"(352, 288)"
40,92.69,0.47,0.11,6.86,5.07,85.38,6.91,0,0.69,7.31,30,"(352, 288)"
10,97.47,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
15,96.6,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
20,95.8,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
25,94.8,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
30,93.36,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
35,91.59,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
40,88.97,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
10,97.48,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
15,96.65,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
20,95.81,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
25,94.85,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
30,93.56,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
35,91.82,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
40,89.26,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
10,97.45,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
15,96.53,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
20,95.68,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
25,94.66,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
30,93.25,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
35,91.25,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
40,88.76,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
10,97.5,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
15,96.54,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
20,95.62,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
25,94.67,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
30,93.2,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
35,91.25,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
40,88.5,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
10,97.48,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
15,96.57,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
20,95.78,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
25,94.88,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
30,93.65,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
35,92.03,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
40,89.44,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
10,97.46,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
15,96.59,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
20,95.8,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
25,94.83,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
30,93.6,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
35,91.99,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
40,89.9,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
10,97.45,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
15,96.56,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
20,95.65,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
25,94.66,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
30,93.27,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
35,91.28,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
40,88.89,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
10,97.42,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
15,96.54,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
20,95.61,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
25,94.62,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
30,93.26,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
35,91.5,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
40,88.84,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
10,97.4,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
15,96.51,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
20,95.61,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
25,94.67,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
30,93.31,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
35,91.43,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
40,88.83,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
10,97.37,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
15,96.51,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
20,95.66,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
25,94.7,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
30,93.24,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
35,91.49,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
40,89.04,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
10,97.4,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
