cq,vmaf,metrics_avg_motion,metrics_avg_edge_density,metrics_avg_texture,metrics_avg_temporal_information,metrics_avg_spatial_information,metrics_avg_color_complexity,metrics_scene_change_count,metrics_avg_motion_variance,metrics_avg_grain_noise,metrics_frame_rate,metrics_resolution
15,97.25,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
20,96.97,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
25,96.51,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
30,95.73,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
35,94.43,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
40,92.39,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
10,97.39,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
15,97.19,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
20,96.94,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
25,96.51,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
30,95.83,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
35,94.66,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
40,92.66,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
10,97.49,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
15,97.23,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
20,96.93,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
25,96.42,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
30,95.71,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
35,94.49,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
40,92.64,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
10,99.74,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
15,99.68,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
20,99.54,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
25,93.53,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
30,93.47,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
35,90.31,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
40,83.96,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
10,99.77,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
15,99.76,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
20,99.66,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
25,91.58,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
30,91.51,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
35,88.02,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
40,80.01,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
10,99.94,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
15,99.93,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
20,99.62,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
25,96.18,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
30,95.37,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
35,91.73,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
40,86.96,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
10,99.93,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
15,99.87,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
20,99.75,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
25,98.71,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
30,97.63,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
35,95.07,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
40,90.95,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
10,99.57,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
15,99.35,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
20,99.07,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
25,98.42,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
30,97.31,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
35,95.35,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
40,92.21,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
10,98.36,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
15,98.12,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
20,97.81,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
25,97.24,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
30,96.35,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
35,95,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
40,92.95,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
10,97.64,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
15,97.45,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
20,97.24,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
25,96.85,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
30,96.24,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
35,95.23,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
40,93.79,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
10,97.9,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
15,97.67,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
20,97.4,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
25,96.93,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
30,96.19,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
35,95.01,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
40,93.08,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
10,98.21,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
15,97.8,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
20,97.36,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
25,96.54,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
30,95.27,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
35,93.38,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
40,90.46,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
10,99.69,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
15,99.53,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
20,99.18,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
25,98.48,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
30,97.08,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
35,94.71,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
40,91.18,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
10,98.2,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
15,97.82,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
20,97.46,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
25,96.6,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
30,95.39,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
35,93.53,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
40,90.57,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
10,99.78,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
15,99.52,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
20,98.7,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
25,95.61,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
30,94.55,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
35,91.03,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
40,86.98,1.48,0.02,7,9.21,42.52,6.95,2,2.07,2.6,60,"(1920, 1080)"
10,98.77,0.1,0.12,7.3,3.98,131.5,7.28,0,0.12,11.87,30,"(352, 288)"
15,98.2,0.1,0.12,7.3,3.98,131.5,7.28,0,0.12,11.87,30,"(352, 288)"
20,97.35,0.1,0.12,7.3,3.98,131.5,7.28,0,0.12,11.87,30,"(352, 288)"
25,96.43,0.1,0.12,7.3,3.98,131.5,7.28,0,0.12,11.87,30,"(352, 288)"
30,95.5,0.1,0.12,7.3,3.98,131.5,7.28,0,0.12,11.87,30,"(352, 288)"
35,94.27,0.1,0.12,7.3,3.98,131.5,7.28,0,0.12,11.87,30,"(352, 288)"
40,92.58,0.1,0.12,7.3,3.98,131.5,7.28,0,0.12,11.87,30,"(352, 288)"
10,98.63,0.1,0.12,7.3,3.98,131.5,7.28,0,0.12,11.87,30,"(352, 288)"
15,98.02,0.1,0.12,7.3,3.98,131.5,7.28,0,0.12,11.87,30,"(352, 288)"
20,97.18,0.1,0.12,7.3,3.98,131.5,7.28,0,0.12,11.87,30,"(352, 288)"
25,96.25,0.1,0.12,7.3,3.98,131.5,7.28,0,0.12,11.87,30,"(352, 288)"
30,95.32,0.1,0.12,7.3,3.98,131.5,7.28,0,0.12,11.87,30,"(352, 288)"
35,94.03,0.1,0.12,7.3,3.98,131.5,7.28,0,0.12,11.87,30,"(352, 288)"
40,92.17,0.1,0.12,7.3,3.98,131.5,7.28,0,0.12,11.87,30,"(352, 288)"
10,99.92,0.18,0.27,7.47,6.16,135.04,7.47,0,0.16,12.85,60,"(704, 576)"
15,99.37,0.18,0.27,7.47,6.16,135.04,7.47,0,0.16,12.85,60,"(704, 576)"
20,97.91,0.18,0.27,7.47,6.16,135.04,7.47,0,0.16,12.85,60,"(704, 576)"
25,95.57,0.18,0.27,7.47,6.16,135.04,7.47,0,0.16,12.85,60,"(704, 576)"
30,92.67,0.18,0.27,7.47,6.16,135.04,7.47,0,0.16,12.85,60,"(704, 576)"
35,88.67,0.18,0.27,7.47,6.16,135.04,7.47,0,0.16,12.85,60,"(704, 576)"
40,83.47,0.18,0.27,7.47,6.16,135.04,7.47,0,0.16,12.85,60,"(704, 576)"
10,99.66,0.18,0.27,7.47,6.16,135.04,7.47,0,0.16,12.85,60,"(704, 576)"
15,98.5,0.18,0.27,7.47,6.16,135.04,7.47,0,0.16,12.85,60,"(704, 576)"
20,96.58,0.18,0.27,7.47,6.16,135.04,7.47,0,0.16,12.85,60,"(704, 576)"
25,94.23,0.18,0.27,7.47,6.16,135.04,7.47,0,0.16,12.85,60,"(704, 576)"
30,91.63,0.18,0.27,7.47,6.16,135.04,7.47,0,0.16,12.85,60,"(704, 576)"
35,88.01,0.18,0.27,7.47,6.16,135.04,7.47,0,0.16,12.85,60,"(704, 576)"
40,83.1,0.18,0.27,7.47,6.16,135.04,7.47,0,0.16,12.85,60,"(704, 576)"
10,98.16,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
15,97.1,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
20,96.15,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
25,94.85,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
30,93.41,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
35,91.59,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
40,88.37,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
10,98.11,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
15,97.08,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
20,96.19,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
25,95.03,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
30,93.56,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
35,91.85,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
40,88.65,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
10,98.12,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
15,97.06,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
20,96.09,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
25,94.85,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
30,93.52,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
35,91.53,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
40,88.58,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
10,98.37,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
15,97.45,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
20,96.51,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
25,95.25,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
30,93.73,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
35,91.88,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
40,88.73,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
10,98.22,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
15,97.22,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
20,96.23,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
25,94.94,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
30,93.64,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
35,91.79,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
40,88.7,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
10,98.27,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
15,97.22,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
20,96.06,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
25,94.64,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
30,93,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
35,91.08,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
40,87.64,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
10,98.72,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
15,97.73,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
20,96.82,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
25,95.46,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
30,93.69,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
35,90.99,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
40,87.06,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
10,98.92,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
15,98.27,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
20,97.57,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
25,96.66,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
30,95.26,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
35,93.17,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
40,89.81,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
10,97.88,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
15,96.81,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
20,95.82,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
25,94.59,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
30,93.05,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
35,90.92,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
40,87.65,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
10,97.74,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
15,96.65,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
20,95.68,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
25,94.53,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
30,93.03,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
35,90.99,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
40,88,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
10,98.31,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
15,97.26,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
20,96.26,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
25,94.91,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
30,93.5,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
35,91.29,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
40,88.28,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
10,98.12,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
15,97.17,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
20,96.19,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
25,94.81,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
30,93.44,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
35,91.47,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
40,88.6,0.42,0.05,7.22,4.89,71.24,7.24,0,0.67,5.4,30,"(352, 288)"
10,99.98,1.25,0.3,7.64,28.86,129.77,7.63,71,0.69,23.77,30,"(352, 288)"
15,99.97,1.25,0.3,7.64,28.86,129.77,7.63,71,0.69,23.77,30,"(352, 288)"
20,99.7,1.25,0.3,7.64,28.86,129.77,7.63,71,0.69,23.77,30,"(352, 288)"
25,91.68,1.25,0.3,7.64,28.86,129.77,7.63,71,0.69,23.77,30,"(352, 288)"
30,91.32,1.25,0.3,7.64,28.86,129.77,7.63,71,0.69,23.77,30,"(352, 288)"
35,81.15,1.25,0.3,7.64,28.86,129.77,7.63,71,0.69,23.77,30,"(352, 288)"
40,68.27,1.25,0.3,7.64,28.86,129.77,7.63,71,0.69,23.77,30,"(352, 288)"
10,99.74,0.46,0.04,5.25,12.61,86.72,5.3,0,0.85,5.13,60,"(704, 576)"
15,99.55,0.46,0.04,5.25,12.61,86.72,5.3,0,0.85,5.13,60,"(704, 576)"
20,99.22,0.46,0.04,5.25,12.61,86.72,5.3,0,0.85,5.13,60,"(704, 576)"
25,98.67,0.46,0.04,5.25,12.61,86.72,5.3,0,0.85,5.13,60,"(704, 576)"
30,97.74,0.46,0.04,5.25,12.61,86.72,5.3,0,0.85,5.13,60,"(704, 576)"
35,96.2,0.46,0.04,5.25,12.61,86.72,5.3,0,0.85,5.13,60,"(704, 576)"
40,93.74,0.46,0.04,5.25,12.61,86.72,5.3,0,0.85,5.13,60,"(704, 576)"
10,98.63,1.84,0.09,6.59,10.51,48.81,6.32,0,1,5.83,50,"(1920, 1080)"
15,97.49,1.84,0.09,6.59,10.51,48.81,6.32,0,1,5.83,50,"(1920, 1080)"
20,96.09,1.84,0.09,6.59,10.51,48.81,6.32,0,1,5.83,50,"(1920, 1080)"
25,94,1.84,0.09,6.59,10.51,48.81,6.32,0,1,5.83,50,"(1920, 1080)"
30,93.39,1.84,0.09,6.59,10.51,48.81,6.32,0,1,5.83,50,"(1920, 1080)"
35,91.71,1.84,0.09,6.59,10.51,48.81,6.32,0,1,5.83,50,"(1920, 1080)"
40,88.88,1.84,0.09,6.59,10.51,48.81,6.32,0,1,5.83,50,"(1920, 1080)"
10,99.48,1.84,0.09,6.59,10.51,48.81,6.32,0,1,5.83,50,"(1920, 1080)"
15,97.68,1.84,0.09,6.59,10.51,48.81,6.32,0,1,5.83,50,"(1920, 1080)"
20,95.34,1.84,0.09,6.59,10.51,48.81,6.32,0,1,5.83,50,"(1920, 1080)"
25,89.95,1.84,0.09,6.59,10.51,48.81,6.32,0,1,5.83,50,"(1920, 1080)"
30,88.74,1.84,0.09,6.59,10.51,48.81,6.32,0,1,5.83,50,"(1920, 1080)"
35,83.64,1.84,0.09,6.59,10.51,48.81,6.32,0,1,5.83,50,"(1920, 1080)"
40,77.33,1.84,0.09,6.59,10.51,48.81,6.32,0,1,5.83,50,"(1920, 1080)"
10,98.11,0.08,0.04,7,1.87,88.16,7.18,0,0.22,5.08,60,"(1280, 720)"
15,97.83,0.08,0.04,7,1.87,88.16,7.18,0,0.22,5.08,60,"(1280, 720)"
20,97.44,0.08,0.04,7,1.87,88.16,7.18,0,0.22,5.08,60,"(1280, 720)"
25,97.04,0.08,0.04,7,1.87,88.16,7.18,0,0.22,5.08,60,"(1280, 720)"
30,96.53,0.08,0.04,7,1.87,88.16,7.18,0,0.22,5.08,60,"(1280, 720)"
35,95.6,0.08,0.04,7,1.87,88.16,7.18,0,0.22,5.08,60,"(1280, 720)"
40,94.3,0.08,0.04,7,1.87,88.16,7.18,0,0.22,5.08,60,"(1280, 720)"
10,97.95,0.08,0.04,7,1.87,88.16,7.18,0,0.22,5.08,60,"(1280, 720)"
15,97.67,0.08,0.04,7,1.87,88.16,7.18,0,0.22,5.08,60,"(1280, 720)"
20,97.33,0.08,0.04,7,1.87,88.16,7.18,0,0.22,5.08,60,"(1280, 720)"
25,97,0.08,0.04,7,1.87,88.16,7.18,0,0.22,5.08,60,"(1280, 720)"
30,96.47,0.08,0.04,7,1.87,88.16,7.18,0,0.22,5.08,60,"(1280, 720)"
35,95.64,0.08,0.04,7,1.87,88.16,7.18,0,0.22,5.08,60,"(1280, 720)"
40,94.47,0.08,0.04,7,1.87,88.16,7.18,0,0.22,5.08,60,"(1280, 720)"
10,98.33,0.17,0.06,7.41,3.19,103.65,7.44,0,0.33,7.12,60,"(1280, 720)"
15,98.01,0.17,0.06,7.41,3.19,103.65,7.44,0,0.33,7.12,60,"(1280, 720)"
20,97.66,0.17,0.06,7.41,3.19,103.65,7.44,0,0.33,7.12,60,"(1280, 720)"
25,97.26,0.17,0.06,7.41,3.19,103.65,7.44,0,0.33,7.12,60,"(1280, 720)"
30,96.7,0.17,0.06,7.41,3.19,103.65,7.44,0,0.33,7.12,60,"(1280, 720)"
35,95.76,0.17,0.06,7.41,3.19,103.65,7.44,0,0.33,7.12,60,"(1280, 720)"
40,94.16,0.17,0.06,7.41,3.19,103.65,7.44,0,0.33,7.12,60,"(1280, 720)"
10,98.49,0.17,0.06,7.41,3.19,103.65,7.44,0,0.33,7.12,60,"(1280, 720)"
15,98.16,0.17,0.06,7.41,3.19,103.65,7.44,0,0.33,7.12,60,"(1280, 720)"
20,97.83,0.17,0.06,7.41,3.19,103.65,7.44,0,0.33,7.12,60,"(1280, 720)"
25,97.46,0.17,0.06,7.41,3.19,103.65,7.44,0,0.33,7.12,60,"(1280, 720)"
30,96.92,0.17,0.06,7.41,3.19,103.65,7.44,0,0.33,7.12,60,"(1280, 720)"
35,95.98,0.17,0.06,7.41,3.19,103.65,7.44,0,0.33,7.12,60,"(1280, 720)"
40,94.47,0.17,0.06,7.41,3.19,103.65,7.44,0,0.33,7.12,60,"(1280, 720)"
