vmaf,metrics_avg_motion,metrics_avg_edge_density,metrics_avg_texture,metrics_avg_temporal_information,metrics_avg_spatial_information,metrics_avg_color_complexity,metrics_avg_motion_variance,metrics_avg_grain_noise,resolution_ordinal,cq_ordinal,metrics_frame_rate_ordinal
0.9441,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.666666666666667,0.2
0.9261,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.833333333333333,0.2
0.9013,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,1,0.2
0.9771,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0,0.2
0.9737,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.166666666666667,0.2
0.9693,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.333333333333333,0.2
0.9634,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.5,0.2
0.9543,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.666666666666667,0.2
0.9388,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.833333333333333,0.2
0.9143,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,1,0.2
0.9899,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0,0.2
0.9864,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.166666666666667,0.2
0.9821,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.333333333333333,0.2
0.9749,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.5,0.2
0.9664,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.666666666666667,0.2
0.9456,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.833333333333333,0.2
0.9144,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,1,0.2
0.9972,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0,0.2
0.997,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.166666666666667,0.2
0.9967,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.333333333333333,0.2
0.9962,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.5,0.2
0.9949,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.666666666666667,0.2
0.9897,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.833333333333333,0.2
0.9776,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,1,0.2
0.9915,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0,0.2
0.9909,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.166666666666667,0.2
0.9905,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.333333333333333,0.2
0.989,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.5,0.2
0.9862,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.666666666666667,0.2
0.9785,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.833333333333333,0.2
0.9628,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,1,0.2
0.9892,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0,0.2
0.9874,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.166666666666667,0.2
0.9845,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.333333333333333,0.2
0.9806,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.5,0.2
0.975,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.666666666666667,0.2
0.9662,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.833333333333333,0.2
0.9542,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,1,0.2
0.9813,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0,0.2
0.9808,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.166666666666667,0.2
0.9796,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.333333333333333,0.2
0.9779,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.5,0.2
0.9754,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.666666666666667,0.2
0.9705,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.833333333333333,0.2
0.9642,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,1,0.2
0.9744,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0,0.2
0.974,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.166666666666667,0.2
0.9733,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.333333333333333,0.2
0.9723,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.5,0.2
0.9709,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.666666666666667,0.2
0.9675,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.833333333333333,0.2
0.9614,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,1,0.2
0.981,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0,0.2
0.9762,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.166666666666667,0.2
0.9702,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.333333333333333,0.2
0.9612,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.5,0.2
0.9488,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.666666666666667,0.2
0.9278,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.833333333333333,0.2
0.8946,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,1,0.2
0.9937,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0,0.2
0.9915,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.166666666666667,0.2
0.9878,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.333333333333333,0.2
0.9826,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.5,0.2
0.9744,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.666666666666667,0.2
0.9586,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.833333333333333,0.2
0.932,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,1,0.2
0.9766,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0,0.2
0.9725,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.166666666666667,0.2
0.9668,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.333333333333333,0.2
0.9595,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.5,0.2
0.9478,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.666666666666667,0.2
0.9302,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.833333333333333,0.2
0.9018,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,1,0.2
0.9774,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0,0.2
0.9745,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.166666666666667,0.2
0.9702,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.333333333333333,0.2
0.9642,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.5,0.2
0.9554,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.666666666666667,0.2
0.9385,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.833333333333333,0.2
0.9083,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,1,0.2
0.9885,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0,0.2
0.9856,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.166666666666667,0.2
0.9821,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.333333333333333,0.2
0.9756,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.5,0.2
0.9635,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.666666666666667,0.2
0.9442,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.833333333333333,0.2
0.9002,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,1,0.2
0.9971,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0,0.2
0.9969,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.166666666666667,0.2
0.9963,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.333333333333333,0.2
0.9954,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.5,0.2
0.9928,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.666666666666667,0.2
0.985,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.833333333333333,0.2
0.9655,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,1,0.2
0.9913,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0,0.2
0.991,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.166666666666667,0.2
0.9904,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.333333333333333,0.2
0.9886,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.5,0.2
0.9837,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.666666666666667,0.2
0.9726,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.833333333333333,0.2
0.9532,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,1,0.2
0.9878,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0,0.2
0.9851,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.166666666666667,0.2
0.9824,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.333333333333333,0.2
0.9779,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.5,0.2
0.9711,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.666666666666667,0.2
0.959,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.833333333333333,0.2
0.9426,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,1,0.2
0.9809,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0,0.2
0.98,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.166666666666667,0.2
0.9785,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.333333333333333,0.2
0.9763,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.5,0.2
0.9723,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.666666666666667,0.2
0.9662,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.833333333333333,0.2
0.9554,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,1,0.2
0.9749,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0,0.2
0.9745,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.166666666666667,0.2
0.9736,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.333333333333333,0.2
0.9724,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.5,0.2
0.97,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.666666666666667,0.2
0.9653,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,0.833333333333333,0.2
0.9564,0.02,0.02,-2.552,-1.001,0.188,-2.553,-0.573,0.201,0.5,1,0.2
0.9818,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0,0.2
0.9776,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.166666666666667,0.2
0.9723,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.333333333333333,0.2
0.9653,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.5,0.2
0.9538,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.666666666666667,0.2
0.9332,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.833333333333333,0.2
0.9043,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,1,0.2
0.9934,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0,0.2
0.9926,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.166666666666667,0.2
0.9893,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.333333333333333,0.2
0.9856,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.5,0.2
0.9781,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.666666666666667,0.2
0.9644,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.833333333333333,0.2
0.9423,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,1,0.2
0.9772,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0,0.2
0.9729,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.166666666666667,0.2
0.9673,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.333333333333333,0.2
0.9585,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.5,0.2
0.9456,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.666666666666667,0.2
0.9283,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.833333333333333,0.2
0.9022,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,1,0.2
0.9772,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0,0.2
0.9744,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.166666666666667,0.2
0.9699,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.333333333333333,0.2
0.9639,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.5,0.2
0.9538,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.666666666666667,0.2
0.9402,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.833333333333333,0.2
0.9131,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,1,0.2
0.9886,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0,0.2
0.9859,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.166666666666667,0.2
0.9816,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.333333333333333,0.2
0.9754,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.5,0.2
0.9663,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.666666666666667,0.2
0.9453,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.833333333333333,0.2
0.91,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,1,0.2
0.9972,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0,0.2
0.9971,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.166666666666667,0.2
0.9967,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.333333333333333,0.2
0.9962,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.5,0.2
0.9943,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.666666666666667,0.2
0.9892,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.833333333333333,0.2
0.9748,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,1,0.2
0.9913,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0,0.2
0.9912,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.166666666666667,0.2
0.9906,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.333333333333333,0.2
0.989,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.5,0.2
0.9853,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.666666666666667,0.2
0.9767,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.833333333333333,0.2
0.9601,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,1,0.2
0.9889,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0,0.2
0.9869,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.166666666666667,0.2
0.9843,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.333333333333333,0.2
0.9806,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.5,0.2
0.9752,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.666666666666667,0.2
0.9656,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.833333333333333,0.2
0.9518,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,1,0.2
0.9813,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0,0.2
0.9808,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.166666666666667,0.2
0.9793,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.333333333333333,0.2
0.9775,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.5,0.2
0.9745,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.666666666666667,0.2
0.9699,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.833333333333333,0.2
0.9627,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,1,0.2
0.9747,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0,0.2
0.9743,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.166666666666667,0.2
0.9736,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.333333333333333,0.2
0.9728,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.5,0.2
0.9712,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.666666666666667,0.2
0.9675,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,0.833333333333333,0.2
0.9602,0.03,0.02,-2.59,-0.99,0.35,-2.591,-0.552,-0.094,0.625,1,0.2
0.9999,2.64,0.06,0.378,1.716,-0.412,0.354,0.223,-0.366,0.375,0,1
0.9988,2.64,0.06,0.378,1.716,-0.412,0.354,0.223,-0.366,0.375,0.166666666666667,1
0.9957,2.64,0.06,0.378,1.716,-0.412,0.354,0.223,-0.366,0.375,0.333333333333333,1
0.9898,2.64,0.06,0.378,1.716,-0.412,0.354,0.223,-0.366,0.375,0.5,1
0.9798,2.64,0.06,0.378,1.716,-0.412,0.354,0.223,-0.366,0.375,0.666666666666667,1
0.9561,2.64,0.06,0.378,1.716,-0.412,0.354,0.223,-0.366,0.375,0.833333333333333,1
0.9135,2.64,0.06,0.378,1.716,-0.412,0.354,0.223,-0.366,0.375,1,1
0.9999,2.64,0.06,0.378,1.716,-0.412,0.354,0.223,-0.366,0.375,0,1
0.9995,2.64,0.06,0.378,1.716,-0.412,0.354,0.223,-0.366,0.375,0.166666666666667,1
0.9972,2.64,0.06,0.378,1.716,-0.412,0.354,0.223,-0.366,0.375,0.333333333333333,1
0.9913,2.64,0.06,0.378,1.716,-0.412,0.354,0.223,-0.366,0.375,0.5,1
0.9731,2.64,0.06,0.378,1.716,-0.412,0.354,0.223,-0.366,0.375,0.666666666666667,1
0.9324,2.64,0.06,0.378,1.716,-0.412,0.354,0.223,-0.366,0.375,0.833333333333333,1
0.865,2.64,0.06,0.378,1.716,-0.412,0.354,0.223,-0.366,0.375,1,1
0.9998,2.62,0.08,0.355,2.624,0.343,0.321,0.376,0.036,0.25,0,0.6
0.9998,2.62,0.08,0.355,2.624,0.343,0.321,0.376,0.036,0.25,0.166666666666667,0.6
0.9996,2.62,0.08,0.355,2.624,0.343,0.321,0.376,0.036,0.25,0.333333333333333,0.6
0.998,2.62,0.08,0.355,2.624,0.343,0.321,0.376,0.036,0.25,0.5,0.6
0.9888,2.62,0.08,0.355,2.624,0.343,0.321,0.376,0.036,0.25,0.666666666666667,0.6
0.9657,2.62,0.08,0.355,2.624,0.343,0.321,0.376,0.036,0.25,0.833333333333333,0.6
0.9059,2.62,0.08,0.355,2.624,0.343,0.321,0.376,0.036,0.25,1,0.6
0.9998,2.62,0.08,0.355,2.624,0.343,0.321,0.376,0.036,0.25,0,0.6
0.9998,2.62,0.08,0.355,2.624,0.343,0.321,0.376,0.036,0.25,0.166666666666667,0.6
0.9993,2.62,0.08,0.355,2.624,0.343,0.321,0.376,0.036,0.25,0.333333333333333,0.6
0.9965,2.62,0.08,0.355,2.624,0.343,0.321,0.376,0.036,0.25,0.5,0.6
0.9828,2.62,0.08,0.355,2.624,0.343,0.321,0.376,0.036,0.25,0.666666666666667,0.6
0.9422,2.62,0.08,0.355,2.624,0.343,0.321,0.376,0.036,0.25,0.833333333333333,0.6
0.8732,2.62,0.08,0.355,2.624,0.343,0.321,0.376,0.036,0.25,1,0.6
0.9996,2.58,0.11,0.308,3.559,1.197,0.269,0.35,0.53,0,0,0
0.9996,2.58,0.11,0.308,3.559,1.197,0.269,0.35,0.53,0,0.166666666666667,0
0.9996,2.58,0.11,0.308,3.559,1.197,0.269,0.35,0.53,0,0.333333333333333,0
0.9985,2.58,0.11,0.308,3.559,1.197,0.269,0.35,0.53,0,0.5,0
0.988,2.58,0.11,0.308,3.559,1.197,0.269,0.35,0.53,0,0.666666666666667,0
0.9584,2.58,0.11,0.308,3.559,1.197,0.269,0.35,0.53,0,0.833333333333333,0
0.8812,2.58,0.11,0.308,3.559,1.197,0.269,0.35,0.53,0,1,0
0.9996,2.58,0.11,0.308,3.559,1.197,0.269,0.35,0.53,0,0,0
0.9995,2.58,0.11,0.308,3.559,1.197,0.269,0.35,0.53,0,0.166666666666667,0
0.9989,2.58,0.11,0.308,3.559,1.197,0.269,0.35,0.53,0,0.333333333333333,0
0.9958,2.58,0.11,0.308,3.559,1.197,0.269,0.35,0.53,0,0.5,0
0.9864,2.58,0.11,0.308,3.559,1.197,0.269,0.35,0.53,0,0.666666666666667,0
0.9549,2.58,0.11,0.308,3.559,1.197,0.269,0.35,0.53,0,0.833333333333333,0
0.8723,2.58,0.11,0.308,3.559,1.197,0.269,0.35,0.53,0,1,0
0.9919,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0,1
0.9907,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.166666666666667,1
0.9892,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.333333333333333,1
0.9853,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.5,1
0.9815,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.666666666666667,1
0.9666,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.833333333333333,1
0.9375,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,1,1
0.9757,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0,1
0.9749,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.166666666666667,1
0.9726,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.333333333333333,1
0.9698,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.5,1
0.9651,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.666666666666667,1
0.9563,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.833333333333333,1
0.9415,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,1,1
0.9763,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0,1
0.9753,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.166666666666667,1
0.9734,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.333333333333333,1
0.97,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.5,1
0.9647,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.666666666666667,1
0.9566,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.833333333333333,1
0.9402,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,1,1
0.9842,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0,1
0.9835,0.63,0.08,0.064,-0.275,0.404,0.09,-0.141,0.504,0.75,0.166666666666667,1
