vmaf,metrics_avg_motion,metrics_avg_edge_density,metrics_avg_texture,metrics_avg_temporal_information,metrics_avg_spatial_information,metrics_avg_color_complexity,metrics_avg_motion_variance,metrics_avg_grain_noise,resolution_ordinal,metrics_frame_rate_numeric,cq_numeric
0.999476302697041,0.18770226537216828,0.4,0.8855989232839839,0.5379264657171249,0.5753018009103503,0.9006896551724138,0.07358490566037737,0.355902004454343,0.625,0.7777777777777778,0.0
0.9965959675307672,0.18770226537216828,0.4,0.8855989232839839,0.5379264657171249,0.5753018009103503,0.9006896551724138,0.07358490566037737,0.355902004454343,0.625,0.7777777777777778,0.041666666666666664
0.9937156323644932,0.18770226537216828,0.4,0.8855989232839839,0.5379264657171249,0.5753018009103503,0.9006896551724138,0.07358490566037737,0.355902004454343,0.625,0.7777777777777778,0.08333333333333333
0.9908352971982194,0.18770226537216828,0.4,0.8855989232839839,0.5379264657171249,0.5753018009103503,0.9006896551724138,0.07358490566037737,0.355902004454343,0.625,0.7777777777777778,0.125
0.9879549620319455,0.18770226537216828,0.4,0.8855989232839839,0.5379264657171249,0.5753018009103503,0.9006896551724138,0.07358490566037737,0.355902004454343,0.625,0.7777777777777778,0.16666666666666666
0.9850746268656716,0.18770226537216828,0.4,0.8855989232839839,0.5379264657171249,0.5753018009103503,0.9006896551724138,0.07358490566037737,0.355902004454343,0.625,0.7777777777777778,0.20833333333333334
0.9821942916993978,0.18770226537216828,0.4,0.8855989232839839,0.5379264657171249,0.5753018009103503,0.9006896551724138,0.07358490566037737,0.355902004454343,0.625,0.7777777777777778,0.25
0.9793139565331239,0.18770226537216828,0.4,0.8855989232839839,0.5379264657171249,0.5753018009103503,0.9006896551724138,0.07358490566037737,0.355902004454343,0.625,0.7777777777777778,0.2916666666666667
0.97643362136685,0.18770226537216828,0.4,0.8855989232839839,0.5379264657171249,0.5753018009103503,0.9006896551724138,0.07358490566037737,0.355902004454343,0.625,0.7777777777777778,0.3333333333333333
0.9757789997381514,0.18770226537216828,0.4,0.8855989232839839,0.5379264657171249,0.5753018009103503,0.9006896551724138,0.07358490566037737,0.355902004454343,0.625,0.7777777777777778,0.375
0.9714584969887404,0.18770226537216828,0.4,0.8855989232839839,0.5379264657171249,0.5753018009103503,0.9006896551724138,0.07358490566037737,0.355902004454343,0.625,0.7777777777777778,0.4166666666666667
0.9689709347996858,0.18770226537216828,0.4,0.8855989232839839,0.5379264657171249,0.5753018009103503,0.9006896551724138,0.07358490566037737,0.355902004454343,0.625,0.7777777777777778,0.4583333333333333
0.9617700968840011,0.18770226537216828,0.4,0.8855989232839839,0.5379264657171249,0.5753018009103503,0.9006896551724138,0.07358490566037737,0.355902004454343,0.625,0.7777777777777778,0.5
0.9549620319455355,0.18770226537216828,0.4,0.8855989232839839,0.5379264657171249,0.5753018009103503,0.9006896551724138,0.07358490566037737,0.355902004454343,0.625,0.7777777777777778,0.5416666666666666
0.9501178318931657,0.18770226537216828,0.4,0.8855989232839839,0.5379264657171249,0.5753018009103503,0.9006896551724138,0.07358490566037737,0.355902004454343,0.625,0.7777777777777778,0.5833333333333334
0.939120188531029,0.18770226537216828,0.4,0.8855989232839839,0.5379264657171249,0.5753018009103503,0.9006896551724138,0.07358490566037737,0.355902004454343,0.625,0.7777777777777778,0.625
0.9268133019114951,0.18770226537216828,0.4,0.8855989232839839,0.5379264657171249,0.5753018009103503,0.9006896551724138,0.07358490566037737,0.355902004454343,0.625,0.7777777777777778,0.6666666666666666
0.9100549882168106,0.18770226537216828,0.4,0.8855989232839839,0.5379264657171249,0.5753018009103503,0.9006896551724138,0.07358490566037737,0.355902004454343,0.625,0.7777777777777778,0.7083333333333334
0.891987431264729,0.18770226537216828,0.4,0.8855989232839839,0.5379264657171249,0.5753018009103503,0.9006896551724138,0.07358490566037737,0.355902004454343,0.625,0.7777777777777778,0.75
0.8671118093741816,0.18770226537216828,0.4,0.8855989232839839,0.5379264657171249,0.5753018009103503,0.9006896551724138,0.07358490566037737,0.355902004454343,0.625,0.7777777777777778,0.7916666666666666
0.8364755171510867,0.18770226537216828,0.4,0.8855989232839839,0.5379264657171249,0.5753018009103503,0.9006896551724138,0.07358490566037737,0.355902004454343,0.625,0.7777777777777778,0.8333333333333334
0.7947106572401151,0.18770226537216828,0.4,0.8855989232839839,0.5379264657171249,0.5753018009103503,0.9006896551724138,0.07358490566037737,0.355902004454343,0.625,0.7777777777777778,0.875
0.7559570568211573,0.18770226537216828,0.4,0.8855989232839839,0.5379264657171249,0.5753018009103503,0.9006896551724138,0.07358490566037737,0.355902004454343,0.625,0.7777777777777778,0.9166666666666666
0.6996595967530768,0.18770226537216828,0.4,0.8855989232839839,0.5379264657171249,0.5753018009103503,0.9006896551724138,0.07358490566037737,0.355902004454343,0.625,0.7777777777777778,0.9583333333333334
0.6488609583660645,0.18770226537216828,0.4,0.8855989232839839,0.5379264657171249,0.5753018009103503,0.9006896551724138,0.07358490566037737,0.355902004454343,0.625,0.7777777777777778,1.0
1.0,0.18770226537216828,0.4,0.8855989232839839,0.5379264657171249,0.5753018009103503,0.9006896551724138,0.07358490566037737,0.355902004454343,0.625,0.7777777777777778,0.0
